工号,层级,物料编码,物料描述,批次,特性值
Z161269146,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161269148,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161269148,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161269153,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161269153,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161269161,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161269161,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161269162,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161269162,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161269172,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161269172,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161269181,1,A599405748,滚轮导靴装配_C0083111_B_适用T89/B、T114/B导轨,,
Z161269189,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161269189,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161269191,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161269191,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161269192,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161269192,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161269194,1,A599399678,滑动导靴装配_16538995_B_HGSSP-75M-A,,
Z161269194,2,A599399679,滑动导靴装配_C0072122_A_HGSSP-75M-A，华工百川,,
Z161269198,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161269198,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161269207,1,A599405748,滚轮导靴装配_C0083111_B_适用T89/B、T114/B导轨,,
Z161269218,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161269218,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161269222,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161269222,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161269231,1,A599405748,滚轮导靴装配_C0083111_B_适用T89/B、T114/B导轨,,
Z161269232,1,A599000050,导靴罩装配_16004547_A_82288727_A_SP-8MC1_SP-8MC1,,
Z161269232,2,A599407063,导靴罩装配_16541537_A_SP-8MC1,,
Z161269241,1,A599000049,导靴罩装配_16004041_A_22000460_A_SP-13MD1_SP-13MD1,,
Z161269241,2,A599407062,导靴罩装配_16541529_A_SP-13MD1,,
Z161269246,1,A599405748,滚轮导靴装配_C0083111_B_适用T89/B、T114/B导轨,,
